account_uuid,account_number,account_format,bank_id,reporter_bic,date_added,flag
ea7c8cdb-e737-4652-9975-46692aeace05,GB50FSZW44186817175952,IBAN,SZWJGBRG,QPSBDEB1,2024-03-06,SUSPECTED
2ff0c117-0cd2-4cf6-9960-f82d5ccaa161,DE22590255947326086307,IBAN,TBFKDEWS2OI,QPSBDEB1,2024-05-20,SUSPECTED
00ac3f5d-a5c5-4545-b468-315813e32659,GB48CWUA22325584970833,IBAN,WUAEGBJP,QPSBDEB1,2024-01-31,SUSPECTED
f6a2d2dd-b4c6-475e-b93d-dc8c2654b156,GB66EHWN53663255799983,IBAN,HWNWGBXM,QPSBDEB1,2024-02-28,SUSPECTED
7fc16df7-fe11-41d0-995a-88249eb7812f,DE68976654651089713843,IBAN,MNUKDEQ0UHC,QPSBDEB1,2024-08-28,SUSPECTED
0c6b3dd4-e7a4-4498-b778-b390cea2e316,GB22ZOBN93198883650790,IBAN,BNUSGBNF776,QPSBDEB1,2024-11-09,SUSPECTED
e1fb5b1d-c052-4fcf-a15c-87c4b89bc01c,GB31XYQA38589980530459,IBAN,GQLWGB99,QPSBDEB1,2024-10-07,SUSPECTED
581be69d-ccf4-4899-9e73-d19ad379e51e,DE48958867074611824056,IBAN,RQMWDE3A2R1,QPSBDEB1,2024-11-16,SUSPECTED
45b1f143-3b41-4076-9fb5-c43b547bbb2b,DE78513437911285008275,IBAN,DHIGDE2FFK6,QPSBDEB1,2024-05-08,SUSPECTED
04f691ca-9235-4867-83ca-cb26c7d163d2,GB18YYSA82256873178854,IBAN,WXREGBLW,QPSBDEB1,2024-10-30,SUSPECTED
86989824-fb88-461f-ad5d-c170614eeb11,GB86MQFK34176273120886,IBAN,QFKHGBQG21L,QPSBDEB1,2024-05-27,SUSPECTED
ad5a6644-21b5-4dfa-9e00-1c570b51e70c,GB20BLEV33178791594670,IBAN,LEVGGBNG,QPSBDEB1,2024-01-18,SUSPECTED
7e098fe0-e8e2-4bb0-b5f4-e5900ff68d04,DE19073380389042496385,IBAN,PXWUDEON,QPSBDEB1,2024-01-25,SUSPECTED
f385b76e-e2b1-49e8-a140-b9d17e3f62de,DE58735458836120069396,IBAN,HKJLDE67MYH,QPSBDEB1,2024-07-10,SUSPECTED
3c9cde57-e4b8-4f8d-a9c9-6d08c6092011,GB72YHMG09616846604596,IBAN,MGUAGB0H,QPSBDEB1,2024-10-27,SUSPECTED
30ca9a52-4b3c-4294-8dcf-6f2fb9d5e01b,GB97XZJG14660990898548,IBAN,GCJNGBYBA88,QPSBDEB1,2024-10-08,SUSPECTED
31a6e07b-d24b-4e9f-9b87-62423eef058d,DE82393046985517042027,IBAN,TGBJDE17,QPSBDEB1,2024-04-05,SUSPECTED
a0a5a872-6165-4939-b711-37d045a0b5a8,DE97465576798665393940,IBAN,WMUKDEV3Z57,QPSBDEB1,2024-04-15,SUSPECTED
59a81f12-34ed-4a1f-a542-ba4d23be2193,GB31EUGL13801819287546,IBAN,UGLDGBP6,QPSBDEB1,2024-02-24,SUSPECTED
80f7e9ab-610e-4a78-96e5-45a90272c83b,GB53AMQU61268188048410,IBAN,MQUNGBEI,QPSBDEB1,2024-01-04,SUSPECTED
cfacbf39-15ac-4c77-9706-629f03497d98,GB97AKCZ20028109397817,IBAN,KCZEGBCB,QPSBDEB1,2024-01-05,SUSPECTED
c4bf11bf-f279-4235-8cb3-023072ce1456,GB11OBYP42926328955860,IBAN,BYPYGBQLIZM,QPSBDEB1,2024-06-23,SUSPECTED
