account_uuid,account_number,account_format,bank_id,reporter_bic,date_added,name,adress,social_security_number
f6a2d2dd-b4c6-475e-b93d-dc8c2654b156,GB66EHWN53663255799983,IBAN,HWNWGBXM,MRWNGBXX8ZX,2024-02-28,,,
7fc16df7-fe11-41d0-995a-88249eb7812f,DE68976654651089713843,IBAN,MNUKDEQ0UHC,MRWNGBXX8ZX,2024-08-28,,,
0c6b3dd4-e7a4-4498-b778-b390cea2e316,GB22ZOBN93198883650790,IBAN,BNUSGBNF776,MRWNGBXX8ZX,2024-11-09,,,
e1fb5b1d-c052-4fcf-a15c-87c4b89bc01c,DE65803858998053045906,IBAN,GQLWDE99,MRWNGBXX8ZX,2024-10-07,,,
581be69d-ccf4-4899-9e73-d19ad379e51e,GB07TZLR86707461182405,IBAN,RQMWGB3A2R1,MRWNGBXX8ZX,2024-11-16,,,
45b1f143-3b41-4076-9fb5-c43b547bbb2b,GB95KDHI37911285008275,IBAN,DHIGGB2FFK6,MRWNGBXX8ZX,2024-05-08,,,
04f691ca-9235-4867-83ca-cb26c7d163d2,GB18YYSA82256873178854,IBAN,WXREGBLW,MRWNGBXX8ZX,2024-10-30,,,
86989824-fb88-461f-ad5d-c170614eeb11,DE76682534176273120886,IBAN,QFKHDEQG21L,MRWNGBXX8ZX,2024-05-27,,,
ad5a6644-21b5-4dfa-9e00-1c570b51e70c,GB20BLEV33178791594670,IBAN,LEVGGBNG,MRWNGBXX8ZX,2024-01-18,,,
7e098fe0-e8e2-4bb0-b5f4-e5900ff68d04,GB50BPXW33803890424963,IBAN,PXWUGBON,MRWNGBXX8ZX,2024-01-25,,,
f385b76e-e2b1-49e8-a140-b9d17e3f62de,GB27PHKJ58836120069396,IBAN,HKJLGB67MYH,MRWNGBXX8ZX,2024-07-10,,,
3c9cde57-e4b8-4f8d-a9c9-6d08c6092011,GB72YHMG09616846604596,IBAN,MGUAGB0H,MRWNGBXX8ZX,2024-10-27,,,
30ca9a52-4b3c-4294-8dcf-6f2fb9d5e01b,GB97XZJG14660990898548,IBAN,GCJNGBYBA88,MRWNGBXX8ZX,2024-10-08,,,
31a6e07b-d24b-4e9f-9b87-62423eef058d,GB03HTGB46985517042027,IBAN,TGBJGB17,MRWNGBXX8ZX,2024-04-05,,,
a0a5a872-6165-4939-b711-37d045a0b5a8,GB63IWMU55767986653939,IBAN,WMUKGBV3Z57,MRWNGBXX8ZX,2024-04-15,,,
59a81f12-34ed-4a1f-a542-ba4d23be2193,GB31EUGL13801819287546,IBAN,UGLDGBP6,MRWNGBXX8ZX,2024-02-24,,,
80f7e9ab-610e-4a78-96e5-45a90272c83b,DE55068612681880484109,IBAN,MQUNDEEI,MRWNGBXX8ZX,2024-01-04,,,
cfacbf39-15ac-4c77-9706-629f03497d98,GB97AKCZ20028109397817,IBAN,KCZEGBCB,MRWNGBXX8ZX,2024-01-05,,,
c4bf11bf-f279-4235-8cb3-023072ce1456,GB11OBYP42926328955860,IBAN,BYPYGBQLIZM,MRWNGBXX8ZX,2024-06-23,,,
